Haltestelle,latitude,longitude
"Reinbek, Auf dem Großen Ruhm",10.250371,53.518029
"Reinbek, Borsigstraße",10.240289,53.523541
"Reinbek, Dieselstraße",10.235626,53.524787
"Reinbek, Eichenbusch (Ost)",10.236012,53.516292
"Reinbek, Eichenbusch (West)",10.227957,53.516123
"Reinbek, Freizeitbad",10.245188,53.521219
"Reinbek, Görlitzer Weg",10.255380,53.520187
"Reinbek, Großkoppel",10.223073,53.512480
"Reinbek, Heringsgang",10.256275,53.518327
"Reinbek, Holsteiner Straße",10.238478,53.518135
"Reinbek, Humboldtstraße",10.237099,53.528744
"Reinbek, Kampstraße",10.252477,53.520433
"Reinbek, Krankenhaus St. Adolf-Stift",10.240325,53.510640
"Reinbek, Landhausplatz",10.251840,53.510088
"Reinbek, Liebigstraße",10.231646,53.523229
"Reinbek, Lindenstraße",10.253982,53.513696
"Reinbek, Mühlenredder",10.246982,53.517633
"Reinbek, Mühlenredder (West)",10.228039,53.518441
"Reinbek, Sachsenwald-EKZ",10.233679,53.511221
"Reinbek, Sachsenwaldschule",10.248911,53.515025
"Reinbek, Sachsenwaldstraße",10.237668,53.530670
"Reinbek, Schaumanns Kamp",10.231932,53.510233
"Reinbek, Schneewittchenweg",10.232000,53.518813
"Reinbek, Schulstraße",10.250918,53.512533
"Reinbek, Schulzentrum",10.241717,53.518129
"Reinbek, Schützenstraße",10.257735,53.521789
"Reinbek, Senefelder Ring",10.237571,53.533043
"Reinbek, Siemensstraße",10.236529,53.526791
"Reinbek, Stormarnstraße",10.232922,53.516288
"Reinbek, Störmerweg",10.230655,53.506229
"Reinbek, Treptower Weg",10.234638,53.514131
"Reinbek, Wohltorfer Straße",10.258419,53.524028
"Reindorf, Specken",9.907357,53.313839
"Reinfeld, Am Messingschläger Teich",10.475228,53.831753
"Reinfeld, An der Autobahn",10.502093,53.823925
"Reinfeld, Binnenkamp",10.501011,53.848029
"Reinfeld, Bischofsteicher Weg 85",10.502623,53.835762
"Reinfeld, Bolande",10.465220,53.833538
"Reinfeld, Buchenweg",10.502949,53.838076
"Reinfeld, Bücherei",10.498635,53.836396
"Reinfeld, Claudiushof",10.484410,53.831082
"Reinfeld, Eichenweg",10.472915,53.832491
"Reinfeld, Famila",10.501094,53.822338
"Reinfeld, Feldstraße (Nord)",10.499968,53.831176
"Reinfeld, Friedhof",10.476125,53.825290
"Reinfeld, Grootkoppel",10.504216,53.827664
"Reinfeld, Hamburger Straße",10.477764,53.830419
"Reinfeld, Hasenkrug",10.453595,53.820255
"Reinfeld, Heilsauring",10.495849,53.839225
"Reinfeld, Holländerkoppel",10.495003,53.829549
Reinfeld (Holst),10.494508,53.830430
"Reinfeld, Im Tannengrund",10.498775,53.839898
"Reinfeld, Innsbrucker Straße",10.490640,53.835839
"Reinfeld, Jahnstraße",10.497792,53.833198
"Reinfeld, Kalkgraben",10.473717,53.822876
"Reinfeld, Kastanienallee",10.500191,53.838712
"Reinfeld, Klosterberg",10.477362,53.827198
"Reinfeld, Kolberger Straße",10.495174,53.828370
"Reinfeld, Körliner Straße",10.497201,53.826449
"Reinfeld, Krögerkoppel",10.501371,53.825408
"Reinfeld, Lilienweg",10.493074,53.839349
"Reinfeld, Lindenweg",10.501152,53.837523
"Reinfeld, Marktstraße",10.487869,53.830968
"Reinfeld, Matthias-Claudius-Schule",10.487813,53.833682
"Reinfeld, Neuer Garten",10.479810,53.832460
"Reinfeld, Persanteweg",10.498757,53.828343
"Reinfeld, Pommernweg",10.467791,53.833201
"Reinfeld, Schauberg",10.497279,53.827786
"Reinfeld, Schillerstraße",10.491890,53.826587
"Reinfeld, Schulzentrum",10.496102,53.836847
"Reinfeld, Schützenstraße",10.493043,53.837600
"Reinfeld, Seerosenweg",10.493560,53.841051
"Reinfeld, Travenhof",10.456736,53.819750
"Reinfeld, Voßfelder Straße",10.489381,53.825621
"Reinfeld, Weddernkamp",10.494620,53.823920
Reinfelder Heckkaten,10.453171,53.835212
Reinheimerweg,9.814441,53.583076
Reinholdstraße,9.987571,53.454378
"Reinsbek, Ahornweg",10.525945,53.922662
"Reinsbek, Am Bahndamm",10.523708,53.925602
"Reinsbek, Am Wald (Ost)",10.526371,53.925991
"Reinsbek, Butterstieg",10.530822,53.927821
"Reinsbek, Neukoppel (Ost)",10.516279,53.928131
"Reinsbek, Neukoppel (West)",10.512391,53.930939
"Reinsehlen, Ort",9.804573,53.151871
Reinskamp,10.127243,53.544342
"Reinstorf, Am Vitusbach",10.572861,53.234387
"Reinstorf, Hauptstraße",10.572133,53.234145
"Reinstorf, Reinstorfer Kreuz",10.567415,53.221024
Reitbrook (Feuerwehr),10.150170,53.468519
Reitbrooker Hinterdeich,10.139419,53.461235
Reitbrooker Mühle,10.170753,53.467833
Reitbrooker Mühlenbrücke,10.176012,53.467979
Reitdeich,10.101942,53.475173
"Reith, Alte Schule",9.353279,53.434891
"Reith, Hauptstraße",9.357035,53.432462
"Reith, Klein Reith",9.368212,53.428690
"Reith, Reither Damm",9.354805,53.431993
"Rellingen, Adlerstraße",9.884445,53.627217
"Rellingen, An der Rellau",9.835820,53.654810
"Rellingen, Banskamp",9.818465,53.659925
"Rellingen, Bosselwisch",9.845243,53.659317
"Rellingen, Brüder-Grimm-Schule",9.832762,53.650842
"Rellingen, Büntloh",9.832915,53.658595
"Rellingen, Caspar-Voght-Schule",9.851414,53.648051
"Rellingen, Caspar-Voght-Schule (Kehre)",9.859159,53.648921
"Rellingen, Erich Kästner Schule",9.872268,53.630451
"Rellingen, Friedhof",9.832203,53.650118
"Rellingen, Gärtnerhof",9.817992,53.655805
"Rellingen, Gösselstieg",9.845830,53.661442
"Rellingen, Hallstraße",9.842231,53.644090
"Rellingen, Heidkampsweg (Mitte)",9.853580,53.637738
"Rellingen, Holstenstraße",9.817068,53.655739
"Rellingen, Jebbenberg",9.843110,53.660087
"Rellingen, Kirchenweg",9.826970,53.666318
"Rellingen, Klaus-Groth-Straße",9.835214,53.660106
"Rellingen, Krupunder Ring",9.872995,53.631282
"Rellingen, Lee-Dieks-Weg",9.838634,53.657917
"Rellingen, Lerchenstraße",9.895085,53.632206
"Rellingen, Lohacker",9.833266,53.656427
"Rellingen, Moorkampsweg",9.847144,53.645520
"Rellingen, Mühlenstraße",9.841936,53.644452
"Rellingen, Pappelstraße",9.848103,53.640563
"Rellingen, Rathaus",9.829481,53.651673
"Rellingen, Rosenhof",9.823943,53.654614
"Rellingen, Schwanenstraße",9.875959,53.625500
"Rellingen, Siemensstraße",9.878501,53.629256
"Rellingen, Stawedder",9.835346,53.643824
"Rellingen, Tangstedter Chaussee",9.828375,53.653873
"Rellingen, Tangstedter Straße",9.819364,53.662588
"Rellingen, Theodor-Storm-Straße",9.831060,53.660387
"Rellingen, Voßmoorweg (Nord)",9.830588,53.666392
"Rellingen, Wiesenweg",9.831964,53.647199
Rentenversicherung Nord,10.108715,53.592120
"Renzel, Dorfstraße",9.865179,53.721253
"Renzel, Krehlohweg",9.857057,53.718193
"Reppenstedt, Alter Postweg",10.344106,53.252410
"Reppenstedt, Am Fuchsberg",10.347367,53.253209
"Reppenstedt, Am Lerchenberg",10.367401,53.247122
"Reppenstedt, Am Schwarzen Berg",10.343509,53.245309
"Reppenstedt, Dachtmisser Straße",10.345306,53.250537
"Reppenstedt, Fasanenweg",10.364376,53.247148
"Reppenstedt, Gerhart-Hauptmann-Straße",10.339495,53.246801
"Reppenstedt, Händelstraße",10.342376,53.252205
"Reppenstedt, Hasenwinkler Weg",10.367874,53.246919
"Reppenstedt, Im Westerfelde",10.349881,53.252129
"Reppenstedt, Landwehrplatz",10.355847,53.247946
"Reppenstedt, Lessingstraße",10.339454,53.249300
"Reppenstedt, Lindenweg",10.360570,53.248081
"Reppenstedt, Ostlandstraße (Schule)",10.350278,53.248584
"Reppenstedt, Ostlandstraße (Spielplatz)",10.343587,53.248301
"Reppenstedt, Rathaus",10.352504,53.248379
"Reppenstedt, Schnellenberger Weg",10.364025,53.247898
Repsoldstraße,10.015448,53.548426
Rethebrücke (Nord),9.966060,53.505768
Rethebrücke (Süd),9.967817,53.502187
Rethehöft,9.956242,53.503502
"Rethwisch, Altenweide",10.471736,53.774603
"Rethwisch (IZ), Dorfstraße",9.591069,53.866407
"Rethwisch (IZ), Dorfstraße 6",9.593476,53.861390
"Rethwisch (IZ), Kirchweg",9.591576,53.866800
"Rethwisch (IZ), Memeler Weg",9.583910,53.865391
"Rethwisch (IZ), Op de Wellen",9.588786,53.874855
"Rethwisch (IZ), Schinkeler Weg",9.576965,53.864391
"Rethwisch (IZ), Schule",9.576244,53.865068
"Rethwischdorf, Am Sportplatz",10.442269,53.782770
"Rethwischdorf, Kirchberg",10.442675,53.782217
"Rethwischdorf, Königstraße",10.447532,53.784027
"Rethwischfeld, Alte Ratzeburger Landstraße",10.403578,53.795413
"Rethwischfeld, Alte Schule",10.407410,53.792008
"Rethwischfeld, Am Mühlenberg 4",10.410072,53.786334
"Rethwischmühle, Am Mühlenberg",10.410185,53.787447
"Rethwischmühle, Steinkamp",10.423239,53.784435
"Revenahe, Birkenweg",9.554265,53.412408
"Revenahe, Höhenweg",9.546022,53.408727
"Revenahe, Kammerbusch",9.551353,53.415118
"Revenahe, Kindergarten",9.549487,53.412754
Reventlowstraße,9.890578,53.552414
Rheingoldweg (Ost),9.753665,53.583897
Rheingoldweg (West),9.739544,53.586303
"Rhen, Alsterquelle",9.997565,53.763369
"Rhen, Alter Postweg",9.996818,53.758721
"Rhen, Industriestraße",9.983725,53.760339
"Rhen, Klaus-Groth-Straße",9.994521,53.756467
"Rhen, Lessingstraße",9.999961,53.752505
"Rhen, Paracelsus-Klinik",10.009433,53.749244
"Rhen, Rondeel",9.990155,53.754563
"Rhen, Tannenweg",10.004896,53.750945
"Rhen, Wilstedter Straße",9.996411,53.753720
Rhiemsweg,10.074981,53.557879
Richard-Dehmel-Straße,9.798822,53.562740
Richard-Gödeke-Weg,10.184812,53.485441
Richard-Linde-Weg,10.187958,53.501539
Richardstraße,10.038740,53.568641
Richeystraße,10.051691,53.603247
Richtweg,9.989664,53.695642
Rickelstraße,9.948945,53.448731
Rickling,10.168387,53.999018
"Rickling, Alte Gönnebeker Straße",10.163281,54.012370
"Rickling, An der Kirche",10.166287,54.003679
"Rickling, Doppeleiche",10.162973,54.008428
"Rickling, Försterweg",10.168430,54.016453
"Rickling, Schule",10.165456,54.005035
"Rickling, Steenrader Weg",10.183796,54.003122
"Riecklingen, Abzweigung",10.707499,53.208476
Rieck-Museum,10.215460,53.458760
Rieckweg,10.230065,53.448915
Riehlstraße,10.196912,53.497308
Riepenburg,10.204792,53.402123
Riepenburger Brack,10.209171,53.400111
"Riepshof, Abzweig Dreihausen",9.699629,53.239967
"Riepshof, Ort",9.701996,53.247294
Rimbertweg,9.957601,53.591090
Ringheide,9.854502,53.461889
Ringstraße,10.162855,53.635913
Rispengrasweg,10.126399,53.560820
Rissen,9.757414,53.583244
Rissener Busch,9.766181,53.579612
Rissener Busch (alt),9.765102,53.580050
Rissener Dorfstraße,9.754421,53.582221
Rissener Ufer,9.761011,53.565790
"Ritschermoor, Kreuzung",9.385277,53.668098
Ritschermoor 14,9.390031,53.666726
Ritschermoor 37,9.381261,53.669036
Ritterstraße,10.046202,53.567605
Rittmerskamp,10.009091,53.648289
"Ritzerau, Am Teich",10.560945,53.661709
"Ritzerau, Dorfstraße",10.567496,53.662926
"Ritzerau, Koppelbusch",10.563595,53.668719
Rödingsmarkt,9.986571,53.547805
Rögenfeld,10.151099,53.653324
Rögenweg,10.160193,53.656237
"Rohlfshagen, Alte Buddikate",10.370909,53.754198
"Rohlfshagen, An de Sylsbek",10.354597,53.764151
"Rohlfshagen, In de Eck",10.365330,53.757964
"Rohlfshagen, Wurth",10.350578,53.767934
"Rohlfshagen, Ziegeleiweg",10.347858,53.772026
Rohlstorf,10.402436,53.968341
"Rohlstorf, Internat",10.408430,53.971631
"Rohstorf, Ort",10.582443,53.203023
Rolfinckstraße,10.094785,53.639198
"Rolfsen, Alte Rolfsener Straße",10.157835,53.163751
Römnitz,10.767577,53.708996
Rondenbarg,9.919660,53.578422
"Rondeshagen, Auf dem Sandberg",10.630677,53.752201
"Rondeshagen, Lindenallee",10.626025,53.754224
"Rondeshagen, Zur Drögemühle",10.636938,53.743984
Rönkkoppel,10.107301,53.613672
"Rönndeich, Abzweigung Hüll",9.254930,53.701996
"Rönne, Brücke",10.339759,53.418971
"Rönne, Deichstraße West",10.334967,53.419644
Rönneburger Kirchweg,9.982224,53.428487
Röntgenstraße,10.011282,53.623561
Röörfeld,9.952039,53.519009
Röpers Weide,9.892970,53.557104
Röpraredder,10.210276,53.509924
Röschdaalskoppel,9.764461,53.587216
"Rosdorf, Hauptstraße (Nord)",9.727888,53.987514
"Rosdorf, Hauptstraße (Süd)",9.727279,53.976179
"Rosdorf, Kastanienallee",9.722712,53.974760
"Roseburg, Bahnhofstraße",10.624172,53.529528
"Roseburg, Feuerwehr",10.626976,53.533057
"Roseburg, Trammer Weg",10.627712,53.532957
"Roseburg, Wotersener Weg",10.624155,53.530265
Rosenbrook,9.985858,53.604042
Rosenhagen,10.941987,53.676082
"Rosenthal, L 219",10.633930,53.315432
"Rosenthal, Ortsmitte",10.633705,53.311113
"Rosenweide, Rosenweide 10",10.122453,53.420853
"Rosenweide, Sinnenweg",10.113608,53.422571
Rosien I,10.965968,53.298410
Rosien II,10.957903,53.294967
Rösing,10.507314,53.946781
Roßkanal,9.947826,53.522124
Rostock Hbf,12.131082,54.078245
Rostweg,9.832574,53.471578
Roßweg/HDW,9.945840,53.522976
Rote Brücke,10.108789,53.530353
Rotenbrückenweg,10.116738,53.530405
Rotenburg (Wümme),9.390779,53.112538
Rotenhahn,10.248965,53.927185
"Rotenhahn, Abzw. Högersdorf",10.249295,53.927011
Rotenhäuser Straße (Ost),10.004132,53.506371
Rotenhäuser Straße (West),9.991939,53.504469
Roter Hahn,10.117405,53.625492
Röthen,10.806524,53.141681
Rothenburgsort,10.044410,53.538400
Rothenburgsorter Marktplatz,10.038467,53.534687
Rothenburgstraße,10.056231,53.531530
Rothenhauschaussee 243,10.263474,53.471974
"Rothenhausen, Dieksredder",10.594339,53.798302
"Rothenhausen, Gut",10.601808,53.802318
"Rothenhausen, Hauptstraße (Ost)",10.598226,53.799940
Rothestraße,9.929072,53.547709
Röthmoorweg,9.922368,53.628566
"Rottorf, Brücke",10.325110,53.335834
"Rottorf, Drift",10.307342,53.336543
"Rottorf, Feuerwehr",10.312714,53.337912
"Rottorf, Im Allerbruch",10.316928,53.336293
"Rottorf, Zum Felde",10.309284,53.336710
"Roydorf, Ilmer Drift",10.203697,53.341480
"Roydorf, Schule Am Ilmer Barg",10.209072,53.342549
"Roydorf, Schulzentrum",10.200380,53.342601
Rubbertstraße 30,10.004013,53.510919
Rübenkamp (City Nord),10.033009,53.605971
Rübezahlstraße,10.120695,53.564289
"Rübke, Buxtehuder Straße 106",9.750229,53.490489
"Rübke, Buxtehuder Straße 40",9.761513,53.490418
"Rübke, Buxtehuder Straße 6",9.777116,53.491764
"Rübke, Kurzer Weg",9.763257,53.490245
"Rübke, Moorender Weg (Kehre)",9.742011,53.490945
"Rübke, Nincoper Deich (Kehre)",9.780974,53.499161
"Rübke, Nincoper Deich 14",9.779663,53.493455
"Rübke, Nincoper Deich 29-33",9.780005,53.495645
"Rübke, Rübker Bruch",9.756799,53.490556
Rüdigerau (Kinder-Hospiz),9.752336,53.589826
Rudolf Steiner Schule Harburg,9.891896,53.461544
Rudolf-Kinau-Allee,9.853274,53.535686
Rudolf-Roß-Allee,10.103033,53.558361
Rudolf-Roß-Allee (Dahrendorfweg),10.104315,53.557181
Rudorffweg,10.178420,53.512453
Rugenbarg (Nord),9.876205,53.588479
Rugenfeld,9.850624,53.578753
Ruhrstraße,9.923327,53.570702
"Rullstorf, Alte Dorfstraße",10.539477,53.289056
"Rullstorf, Am Neetzekanal",10.559029,53.296773
"Rullstorf, Boltersener Straße",10.536746,53.283574
"Rullstorf, Im Ort",10.530573,53.286223
"Rullstorf, K 2/Zum Bahnhof",10.528480,53.289350
"Rullstorf, Nutzfelder Weg",10.530299,53.286101
"Rümpel, Eichengrund",10.348968,53.783470
"Rümpel, Hedwig-Riedel-Weg",10.345690,53.774422
"Rümpel, Lindenstraße",10.351704,53.784095
"Rümpel, Roter Hahn",10.353341,53.788758
"Rümpel, Wiesenstraße",10.345001,53.782274
Rungedamm (Mitte),10.110318,53.498881
Rungedamm (Nord),10.105851,53.499776
Rungedamm (Ost),10.127012,53.493621
Rungedamm (West),10.097541,53.497193
Rupertistraße (Mitte),9.838133,53.557151
Ruscheweyhstraße,10.060982,53.649053
Rüschhalbinsel,9.866114,53.535171
Rüschpark,9.863410,53.541624
Rüschpark (Fähre),9.863588,53.539988
Rüschpark (Leegerwall),9.862126,53.539315
Ruschwedel,9.559649,53.446335
"Ruschwedel, Ruschwedeler Straße",9.567444,53.455629
Ruselerweg,10.195752,53.492503
Rüstweg,9.982853,53.417259
Ruwoldtweg,10.047562,53.609169
S Agathenburg,9.530922,53.563988
S Allermöhe,10.158736,53.490505
S Allermöhe (Stellbrinkweg),10.159681,53.489812
S Alte Wöhr,10.036851,53.597518
S Aumühle,10.315005,53.529179
S Bahrenfeld,9.910098,53.559922
S Billwerder-Moorfleet,10.095932,53.516625
S Blankenese,9.813874,53.563761
S Diebsteich (Ostseite),9.934997,53.566685
S Diebsteich (SEV),9.935256,53.568857
S Diebsteich (Westseite),9.931752,53.568723
S Dollern,9.557122,53.545610
S Elbgaustraße,9.892920,53.603388
S Friedrichsberg,10.058428,53.576070
S Halstenbek,9.838348,53.631296
S Hamburg Airport,10.006450,53.632650
S Hammerbrook (Nord),10.022552,53.548330
S Hammerbrook (Süd),10.024190,53.546195
S Harburg Rathaus,9.981685,53.460534
S Harburg Rathaus (Eißendorfer Straße),9.976966,53.460267
S Harburg Rathaus (Hölertwiete),9.982006,53.461403
S Heimfeld,9.962692,53.465541
S Hochkamp,9.842680,53.561217
S Hoheneichen,10.066631,53.639775
S Holstenstraße,9.948537,53.561987
S Holstenstraße (Holstenplatz),9.946407,53.561914
S Iserbrook,9.813894,53.577401
S Klein Flottbek,9.861564,53.558440
S Königstraße,9.944946,53.548483
S Kornweg (Klein Borstel),10.051954,53.635089
S Krupunder,9.867315,53.616740
S Landwehr (Hasselbrookstraße),10.037591,53.561786
S Landwehr (Ramazan-Avci-Platz),10.037086,53.561485
S Langenfelde (SEV),9.934795,53.580102
S Mittlerer Landweg,10.131948,53.497348
S Nettelnburg,10.182638,53.488536
S Nettelnburg (Südeingang),10.180032,53.486387
S Neu Wulmstorf,9.789359,53.472779
S Neugraben,9.853832,53.473485
S Neugraben (Am Johannisland),9.853964,53.475542
S Neugraben (Nordseite),9.853527,53.474790
S Neukloster,9.640271,53.481354
S Neuwiedenthal,9.874343,53.472681
S Othmarschen,9.887200,53.559007
S Ottensen,9.927750,53.559697
S Poppenbüttel (Stormarnplatz),10.094419,53.651358
S Poppenbüttel (Wentzelplatz),10.093175,53.651774
S Reeperbahn,9.955579,53.549684
S Reinbek,10.252547,53.508491
S Rissen,9.758608,53.582482
S Rothenburgsort,10.042600,53.539027
S Rübenkamp,10.032973,53.607571
S Rübenkamp (Zugang S-Bahn),10.033046,53.607480
S Stellingen,9.919112,53.590035
S Stellingen (Bus-Shuttle),9.915214,53.589948
S Sülldorf,9.796704,53.580104
S Thesdorf,9.812907,53.644662
S Tiefstack,10.064713,53.530584
S Veddel,10.013263,53.520778
S Veddel (Westseite),10.011540,53.523120
S Wedel,9.704395,53.582068
S Wellingsbüttel,10.082593,53.640782
S Wellingsbüttel - SEV,10.080953,53.641677
S Wilhelmsburg,10.006980,53.497442
S Wohltorf,10.278335,53.519899
Saarlandstraße,10.031616,53.589117
Sachsenbrücke,10.016817,53.527496
Sachsenstraße,10.027379,53.546446
Sachsenwaldau,10.298731,53.544390
"Sadersdorf, Abzw. Farven",9.297798,53.464298
"Sahms, Kirche",10.533254,53.525670
"Sahrendorf, Bollberg",10.028504,53.202770
"Sahrendorf, Zur Sudermühle",10.026795,53.202020
"Salem, Gemeindehaus",10.828106,53.655994
"Salem, Kirche",10.827644,53.656154
"Salem, Rehwinkel",10.820504,53.656164
"Salem, Seekamp",10.823928,53.653829
Saling,10.048161,53.558926
Salomon-Petri-Ring,10.131965,53.547164
"Salzhausen, Abzweigung Putensen",10.180698,53.217649
"Salzhausen, Alte Baumschule",10.160729,53.226616
"Salzhausen, Eichenkamp",10.166236,53.229788
"Salzhausen, Grundschule",10.176083,53.220804
"Salzhausen, Im Kamp",10.172834,53.224062
"Salzhausen, Im Uhlenbusch",10.177195,53.220937
"Salzhausen, Lerchenweg",10.163259,53.237078
"Salzhausen, Schulzentrum",10.170022,53.218689
"Salzhausen, Toppenstedter Kirchweg",10.160941,53.236669
"Salzhausen, ZOB",10.163908,53.225660
Samlandweg,10.003051,53.648700
"Sammatz, Ort",10.901208,53.193777
Sandberg,9.944567,53.544371
Sande,10.158551,53.406310
Sander Damm 33,10.205823,53.493759
Sander Markt,10.208580,53.492697
"Sandesneben, Abzweigung Lüchow",10.510331,53.699101
"Sandesneben, Blumenstraße",10.487279,53.688652
"Sandesneben, Bürgerende",10.495873,53.688078
"Sandesneben, Einkaufszentrum",10.501082,53.691526
"Sandesneben, Hollit",10.505592,53.696133
"Sandesneben, Schule",10.484246,53.688905
Sandkamp,10.089944,53.554060
Sandkrugweg,9.891947,53.625319
Sandkuhlenkoppel,10.067415,53.667794
Sandkule,10.149849,53.607412
Sandort,9.846908,53.575653
Sandtorhöft,,
Sandwisch,10.074173,53.515268
"Sangenstedt, Alte Dorfstraße",10.275285,53.341940
"Sangenstedt, Alte Schule",10.271675,53.345762
"Sangenstedt, Bruchweg",10.276462,53.341110
"Sangenstedt, Ellerndamm",10.270444,53.342234
Sanmannreihe,10.208140,53.497896
"Sarau, Mühlenberg",10.531656,54.057280
"Sarau, Schule",10.528497,54.052756
"Sarau, Schulstraße",10.529977,54.052737
"Sarau, Siedlung",10.532341,54.058466
Sarenweg,10.115478,53.683637
"Sarlhusen, Kirschenallee",9.791377,54.022412
"Sarlhusen, Reuthenberg 16",9.799691,54.018332
"Sarlhusen, Reuthenberg 6",9.794229,54.022331
"Sarnekow, Wasserkrüger Weg",10.738345,53.541392
Sartoriusstraße,9.941332,53.578029
Saselbekstraße,10.134049,53.655994
Saseler Bogen,10.127028,53.642304
Saseler Damm (Mitte),10.093702,53.656342
Saseler Kamp,,
Saseler Markt,10.111637,53.653877
Saseler Straße,10.166135,53.622709
Saselheider Weg,10.132631,53.628494
"Sattenfelde, Forstweg",10.338228,53.759680
"Sauensiek, Abzweigung Halvesbostel",9.591336,53.367977
"Sauensiek, Alte Schule",9.602806,53.380203
"Sauensiek, Bockhorst",9.567217,53.350564
"Sauensiek, Bredenhorn",9.593670,53.371650
"Sauensiek, Hauptstraße 65",9.600772,53.387312
"Sauensiek, Jürgen-Schumann-Straße",9.601117,53.386205
"Sauensiek, Löhe",9.589529,53.366603
"Sauensiek, Lütt Chaussee",9.596498,53.380486
"Schackendorf, Dorfplatz",10.270741,53.957425
"Schackendorf, Waidmannsheil",10.279187,53.946149
"Schackendorf, Wierensiek",10.256391,53.964036
"Schadehorn, Buskehre",10.396441,53.846426
Schadehorn 4,10.392625,53.843622
Schadeland,10.864274,53.539719
Schadesweg,10.052256,53.547623
Schäferkaten,10.548059,53.728209
Schafhaus,10.171545,53.920472
Schafshagenberg,9.945640,53.440904
Schanzengrund,9.890460,53.465598
Scharbeutzer Straße,10.131425,53.599833
Scharfsche Schlucht,9.975599,53.426286
"Scharmbeck, Am Mellhorn",10.150704,53.345705
"Scharmbeck, Osterkamp",10.148886,53.342856
"Scharmbeck, Volksbank",10.146275,53.346835
"Scharmbeck, Ziegeleistraße",10.145636,53.344280
"Scharnebeck, Adendorfer Straße",10.500657,53.290531
"Scharnebeck, Bardowicker Straße",10.503464,53.294845
"Scharnebeck, Echemer Straße",10.505736,53.297629
"Scharnebeck, Grundschule",10.509582,53.292682
"Scharnebeck, Hauptstraße",10.505343,53.291146
"Scharnebeck, Lübbelau",10.498850,53.293734
"Scharnebeck, Lüneburger Straße",10.501767,53.287111
"Scharnebeck, Meisterstraße",10.510796,53.293934
"Scharnebeck, Schulzentrum",10.497335,53.289871
"Scharrl, Kreuzung",9.908787,53.088082
"Schätzendorf, Feuerwehr",10.031398,53.205485
"Schätzendorf, Rahnstraat",10.031698,53.209230
"Schätzendorf, Thiesenberg",10.026255,53.221336
Schatzmeisterstraße,10.078250,53.567150
Scheelring,9.910556,53.638792
Scheeßel,9.497018,53.165873
Schellerdamm,9.986854,53.465945
"Schenefeld, Achterndiek",9.829938,53.606403
"Schenefeld, Aneken",9.823858,53.591305
"Schenefeld, Blocksberg",9.840600,53.613049
"Schenefeld, Borgfelde",9.828867,53.599563
"Schenefeld, Busbetriebshof",9.833120,53.591528
"Schenefeld, Dorfplatz",9.824505,53.600501
"Schenefeld, Dorfplatz (Kehre)",9.824037,53.601295
"Schenefeld, Gorch-Fock-Straße",9.854635,53.607657
"Schenefeld, Hasselbinnen",9.834798,53.593152
"Schenefeld, In de Masch",9.824571,53.603097
"Schenefeld (IZ), Am Markt",9.483124,54.046581
"Schenefeld (IZ), Feldscheide",9.480728,54.042646
"Schenefeld (IZ), Orchideeneck",9.480780,54.049860
"Schenefeld (IZ), Schule",9.476263,54.044721
"Schenefeld, Jahnstraße",9.843310,53.604970
"Schenefeld, Kastanienallee",9.838519,53.607160
"Schenefeld, Kiebitzweg (Mitte)",9.836317,53.605037
"Schenefeld, Kreuzweg",9.845792,53.608232
"Schenefeld, Lindenallee",9.840872,53.608465
"Schenefeld, Moorweg",9.845682,53.602707
"Schenefeld, Op de Gehren",9.822197,53.596779
"Schenefeld, Parkstieg",9.844365,53.599554
"Schenefeld, Schenefelder Platz",9.849229,53.598791
"Schenefeld, Stadtzentrum",9.838131,53.600523
"Schenefeld, Uetersener Weg",9.817568,53.603469
"Schenefeld, Wachtelweg",9.836466,53.596527
Schenefelder Holt,9.829236,53.582920
Schiefe Brücke,10.201815,53.465539
"Schieren, Ehrenmal",10.390967,53.944735
"Schieren, Kuhlstücken (Ost)",10.385807,53.943905
"Schieren, Kuhlstücken (West)",10.380819,53.943217
"Schieren, Westerrader Straße",10.411993,53.943142
Schierenberg,,
"Schierhorn, Denkmal",9.907412,53.269063
"Schierhorn, Hainbuschenberg",9.915260,53.272274
"Schierhorn, Hofkoppeln",9.910945,53.271669
"Schierhorn, Höpen",9.927630,53.271729
"Schierhorn, Schierhorner Allee",9.916317,53.271924
Schiffbeker Höhe,10.107249,53.547593
Schiffbeker Weg,10.124706,53.570936
Schillerufer,10.211633,53.490887
Schillingsbekweg,9.948094,53.594796
Schimmelmannstraße (Mitte),10.105036,53.572090
Schimmelreiterweg,10.178316,53.590673
"Schiphorst, Eichedeer Weg",10.461795,53.711160
"Schiphorst, Neue Siedlung",10.465433,53.714737
"Schiphorst, Schloßweg",10.455530,53.702575
"Schiphorst, Teich",10.461334,53.707473
Schippelsweg,9.952500,53.635545
Schlachthofstraße (Nord),9.995370,53.462442
Schlachthofstraße (Süd),9.994093,53.459353
Schlagberg (Ost),10.345924,53.993723
Schlagberg (West),10.344004,53.994212
"Schlamersdorf, Am Markt",10.393055,54.038804
"Schlamersdorf, Hornsdorfer Weg",10.383300,54.048908
"Schlamersdorf, Kirchstraße",10.384350,54.043298
"Schlamersdorf (OD), Dorfstraße",10.340848,53.835191
"Schlamersdorf (OD), Nütschauer Weg",10.340799,53.832217
"Schlamersdorf, Reuterteich",10.385463,54.031766
"Schlamersdorf, Schule",10.391250,54.042365
