Haltestelle,latitude,longitude
"Mönkloh, Hermann-Brettin-Straße",9.787421,53.889726
"Mönkloh, Lutzhorner Straße",9.790692,53.887359
Moorbekhalle (Schulzentrum Nord),9.991769,53.716911
Moorburger Alter Deich,9.891267,53.499054
Moorburger Bogen,9.950605,53.474497
Moorburger Burgweg,9.936396,53.489265
Moorburger Elbdeich 227,9.931740,53.493372
Moorburger Elbdeich 273,9.922164,53.495063
Moorburger Elbdeich 297,9.918655,53.495180
Moorburger Elbdeich 379,9.901462,53.498016
Moorburger Kirchdeich,9.936394,53.489858
Moorburger Kirche,9.941316,53.489639
Moorburger Kreuzung,9.910303,53.495693
Moorburger Ring,9.873077,53.480696
Moorburger Straße,9.958238,53.473043
"Moorende, Esteburgring",9.731190,53.510025
"Moorende, Moorende 123",9.730017,53.500534
"Moorende, Moorende 137",9.726939,53.499439
"Moorende, Moorende 173",9.720516,53.495695
"Moorende, Moorende 89",9.732775,53.504902
"Moorende, Moorende 97",9.731832,53.503569
"Moorende, Schöpfwerk",9.716394,53.492512
Moorfleet,10.088048,53.511926
Moorfleet (Feuerwehr),10.086664,53.512064
Moorfleet (Halskestraße),10.088725,53.512459
Moorfleeter Brückenstraße,10.081184,53.501080
Moorfleeter Deich,10.069467,53.518168
Moorfleeter Deich (Ost),10.116114,53.484890
Moorfleeter Deich 344,10.091399,53.495677
Moorfleeter Deich 380,10.092304,53.492209
Moorfleeter Deich 427,10.094928,53.487611
Moorfleeter Hauptdeich,10.079223,53.500999
Moorfleeter Kirchenweg,10.080186,53.513399
Moorfleeter Straße (Mitte),10.094551,53.529721
Moorfleeter Straße (Nord),10.098426,53.536065
Moorfleeter Straße (Süd),10.088858,53.522351
"Moorhusen (IZ), Hauptstraße 14",9.385481,53.959614
"Moorhusen (IZ), Neue Straße",9.405916,53.958550
Moorkaten,9.913480,53.822739
Moorlage,9.972359,53.429313
Moorrand,9.972388,53.643067
Moorredder,10.182512,53.659209
"Moorrege, Eichenweg",9.667542,53.672678
"Moorrege, Glinder Weg",9.672587,53.666942
"Moorrege, Glindhof",9.677762,53.675147
"Moorrege, Grothar",9.682300,53.669494
"Moorrege, Grothenpohl",9.664985,53.665576
"Moorrege, Kirchenstraße",9.666515,53.664705
"Moorrege, Klöterbarg",9.669837,53.662993
"Moorrege, Lehmkuhlweg",9.692439,53.662408
"Moorrege, Oberglinde",9.685975,53.667063
"Moorrege, Parallelstraße",9.674455,53.672345
"Moorrege, Schule",9.672744,53.673192
"Moorrege, Schulzentrum",9.663339,53.665187
"Moorrege, Voßmoor",9.660914,53.670074
"Moorrege, Werftweg",9.675811,53.675011
Moorstieg,9.921091,53.470595
Moorstraße (Phoenix-Center),9.986464,53.456918
Moorwerder Hauptdeich 35,10.055701,53.465977
Moorwerder Hauptdeich 69,10.046394,53.472681
Moorwerder Mühle,10.060532,53.470687
Moorwerder Norderdeich (Fußweg),10.058234,53.476413
Moorwerder Norderdeich (Ost),10.060305,53.473690
Moorwerder Osterdeich,10.060611,53.467820
Moosberg (Pflegezentrum),10.182073,53.498013
Moränenweg,10.163692,53.610845
Mörkenstraße,9.945827,53.549447
"Mover, Ort",10.291213,53.368178
Mozartstraße,10.021843,53.578392
"Mözen, Abzweigung Kükels",10.263884,53.897450
"Mözen, B 432",10.262967,53.911422
"Mözen, Twiete",10.258828,53.910936
Mücklingen,10.784125,53.180375
Müggenburger Schleuse,10.055266,53.512682
Müggenburger Straße,10.052766,53.511649
Mühlenauweg,9.909642,53.604754
"Mühlenbarbek, Feuerwehr",9.666277,53.957620
"Mühlenbarbek, Wischendamm",9.672146,53.955961
Mühlenberg,9.822977,53.560770
Mühlenhagen,10.067458,53.536588
Mühlenrade,10.487266,53.595470
Mühlenredder,10.129842,53.710754
"Mulsum, Bahnhof",9.304976,53.499367
"Mulsum, Friedhof",9.315439,53.514219
"Mulsum, Heerloge",9.301918,53.508045
"Mulsum, Höchststadt",9.301126,53.513214
"Mulsum, Im Neuwerk",9.322825,53.518153
"Mulsum, Logehof",9.305855,53.516859
"Mulsum, Mühlenweg",9.304600,53.509988
"Mulsum, Mulsumer Berg",9.341600,53.530015
"Mulsum, Rübenkamp",9.335894,53.525529
"Mulsum, Schule",9.299167,53.513371
"Mulsum, Wiesenrain",9.305381,53.511783
"Mulsum, Zur Mühle",9.304306,53.502585
Mulsum-Essel,9.307073,53.498745
Mümmelmannsberg,10.149932,53.528158
Mundsburg,10.027544,53.569439
Mundsburger Brücke,10.019753,53.565579
"Münsterdorf, Dägelinger Weg",9.545996,53.898965
"Münsterdorf, Sandberg",9.535287,53.904934
"Münsterdorf, Schule",9.541382,53.902140
"Münsterdorf, Schulenburg",9.519546,53.906702
Munster(Örtze),10.096510,52.993339
Münterweg,10.144680,53.527472
Musäusstraße,9.816611,53.580464
Museum am Rothenbaum,9.988384,53.567963
Museum für Hamburgische Geschichte,9.974020,53.550496
Museum Kiekeberg,9.905409,53.439967
Müssen,10.560599,53.499639
"Müssen, Abzweigung Louisenhof",10.517548,53.490421
"Müssen b. Göls, Gölser Dorfstraße",10.374387,53.991685
"Müssen b. Göls, Gut",10.375316,53.993022
"Müssen, Bergstraße",10.562299,53.501058
"Müssen, Louisenhof 6",10.535574,53.492635
"Müssen, Schule",10.562221,53.494437
"Müssen, Tannenweg",10.571725,53.495112
Müssenredder (Mitte),10.073152,53.655432
"Mustin, Am Schmiedeberg",10.871178,53.688856
"Mustin, Goldenseer Straße",10.882654,53.691920
"Mustin, Kirche",10.885370,53.686297
"Mustin, Poppensaal",10.882044,53.683348
"Mustin, Redder",10.882385,53.687251
"Mustin, Salemer Straße",10.886730,53.683526
"Mustin, Waldstraße",10.865805,53.693343
Nachtigallenweg,9.947904,53.451336
Nagelshof,9.752117,53.581732
Nagelstegel,10.080419,53.456177
Nagelsweg,10.022164,53.543508
"Nahe, Dorfstraße",10.135494,53.795656
"Nahe, Lüttmoor",10.135613,53.788862
"Nahe, Mühlenstraße",10.138046,53.791831
"Nahe, Schule",10.132390,53.788605
"Nahe, Schule (Kehre)",10.132841,53.789581
"Nahe, Wakendorfer Straße",10.143025,53.797472
Naherwohld,10.127356,53.779713
"Nahrendorf, Im Klint",10.811980,53.173636
"Nahrendorf, Tangsehler Weg",10.818808,53.174889
Nartenstraße,9.990747,53.465662
Naturschutzgebiet Höltigbaum,10.183483,53.611253
Neckersstücken,9.819904,53.471360
Nedderfeld,9.961970,53.603243
Nedderfeld (Anscharhöhe),9.984200,53.600982
Nedderfeld Center,9.974005,53.601695
Nedderfeld (Kehre),9.963012,53.603877
"Neddernhof, Am Hünengrab",9.764376,53.283365
"Neddernhof, B3 Abzweigung Neddernhof",9.793146,53.286484
"Neddernhof, Langeloher Straße",9.761779,53.283193
Neddernhof 50,9.777593,53.282992
Neesentwiete,10.171989,53.409971
"Neestahl, Abzw. Tangsehl (K15)",10.874481,53.174556
"Neestahl, Abzweig Tangsehl",10.872182,53.171572
"Neestahl, Kleinmoor",10.864062,53.180219
"Neetze, Am Dorfplatz",10.624675,53.265360
"Neetze, Am Jahnstadion",10.632499,53.266925
"Neetze, Am Ried",10.619841,53.273487
"Neetze, Bahnhof",10.626118,53.269420
"Neetze, Bockelheide",10.638513,53.279567
"Neetze, Grundschule",10.627692,53.261922
"Neetze, Neetzebrücke",10.614788,53.265117
Neetzendorf,10.760556,53.163722
"Neetzendorf, Mühle",10.765770,53.169433
Neetzendorf (Nord),10.766378,53.164939
"Neetzendorf, Ort",10.762663,53.161148
"Negernbötel, Dorfstraße",10.248817,53.982840
"Negernbötel, Hamdorf",10.279233,53.981478
"Negernbötel, Heidkaten",10.245293,53.968474
Nehlsstraße,9.969645,53.530090
"Nehms, Am Freudenberg",10.343364,54.015550
"Nehms, Am Mühlenberg",10.331027,54.031474
"Nehms, Am See",10.359141,54.018877
"Nehms, Am Vorholz",10.331189,54.035569
"Nehms, Dorfkoppel",10.369538,54.014868
"Nehms, Grönwohld",10.375635,54.027189
"Nehms, Grönwohld Mühle",10.359313,54.025065
"Nehms, Hof Hohlegruft",10.391120,54.017441
"Nehms, Ihlkamp",10.339324,54.006619
"Nehms, Kastanienweg",10.347547,54.020328
"Nehms, Kühlkamper Weg",10.342987,54.011888
"Nehms, Muggesfelde",10.336250,54.027777
"Nehms, Muggesfelder Heide",10.330758,54.033085
"Nehms, Nehmsberg",10.385088,54.013611
"Nehms, Nehmser Straße (Nord)",10.357820,54.021398
"Nehms, Nehmser Straße 5",10.364550,54.017692
"Nehms, Ziegeleikoppel",10.337137,54.003085
Neißestraße,9.864987,53.607062
Nektarweg,10.133396,53.637319
"Nenndorf, Am Schulland",9.889311,53.375338
"Nenndorf, Emsener Berg",9.882313,53.383522
"Nenndorf, Emsener Straße",9.900117,53.384009
"Nenndorf, Grundschule",9.887113,53.383064
"Nenndorf, Hinteln",9.902481,53.384934
"Nenndorf, Oberschule",9.879332,53.383265
"Nenndorf, Rathaus",9.897553,53.380694
"Nenndorf, Schulstraße",9.888575,53.383988
"Nenndorf, Vaenser Grund",9.894538,53.378821
"Neritz, Herrenweg",10.290578,53.785667
"Neritz, Rötenweg",10.284086,53.784740
Neßpriel,9.858033,53.536092
Nesselstraße,10.019723,53.618224
Nettelnburg,10.181403,53.488009
Nettelnburger Kirchenweg,10.182782,53.480187
Nettelnburger Landweg (Süd),10.174594,53.471165
Nettelnburger Straße,10.195802,53.476326
Nettelnburger Straße (Mitte),10.187390,53.477437
Neu Bleckede,10.747118,53.302423
Neu Bleckede (Schiffsanleger),10.740029,53.300415
"Neu Boltersen, Möhlenkamp",10.560367,53.289845
"Neu Boltersen, Neumühler Weg",10.568282,53.289768
"Neu Börnsen, Birkenweg",10.276834,53.489561
"Neu Börnsen, Börnsener Straße",10.289727,53.484948
"Neu Börnsen, Haidkamp",10.288357,53.488458
"Neu Börnsen, Mühlenweg",10.290942,53.486750
"Neu Börnsen, Steinredder",10.284206,53.488691
"Neu Börnsen, Zwischen den Kreiseln",10.287533,53.486104
Neu Darchau,10.890391,53.233582
Neu Darchau (Fähre),10.889952,53.233148
"Neu Darchau, Ortsmitte",10.888143,53.231523
"Neu Darchau, Post",10.884953,53.228788
Neu Darchau (Süd),10.882632,53.223693
"Neu Eckel, Rotdornweg",9.921316,53.351652
"Neu Eckel, Stieglitzweg",9.926133,53.357706
Neu Garge,10.829829,53.272417
Neu Garstedt,10.124144,53.275060
"Neu Horst, Alter Gutshof",10.771612,53.612533
"Neu Horst, Am Käsel",10.756928,53.614807
"Neu Jürgenstorf, Ahrenschulter",10.623725,53.316218
"Neu Jürgenstorf, Birkenweg",10.616255,53.310739
"Neu Jürgenstorf, Ort",10.614731,53.307318
"Neu Jürgenstorf, Rosenthaler Weg",10.616900,53.307549
Neu Lankau,10.637946,53.672883
"Neu Leversen, Sottorfer Kirchweg",9.916387,53.409584
"Neu Neetze, Am Milchberg",10.649036,53.288444
"Neu Neetze, Birkenhof",10.653223,53.292017
"Neu Neetze, Denker",10.621921,53.295152
"Neu Neetze, Haus Nr. 50",10.632465,53.301829
"Neu Neetze, Tennisclub",10.616871,53.286531
Neu Oerzen,10.318624,53.179503
"Neu Oldendorf, L 234",10.211025,53.171318
"Neu Oldendorf, Ort",10.203960,53.164686
Neu Oldendorf 34,10.202619,53.170217
Neu Sterley,10.819373,53.607071
Neu Süttorf,10.680093,53.271979
"Neu Wendhausen, Ort",10.513229,53.252027
Neu Wendischthun,10.775978,53.305120
"Neu Wendischthun, Abzweig",10.786842,53.303736
Neu Wulmstorf,9.788687,53.473044
"Neu Wulmstorf, Bredenheider Weg",9.800444,53.463216
"Neu Wulmstorf, Bredenheider Weg (Süd)",9.800530,53.460556
"Neu Wulmstorf, Breslauer Straße",9.803358,53.460429
"Neu Wulmstorf, Danziger Straße",9.803839,53.462798
"Neu Wulmstorf, Elstorfer Moor",9.779906,53.457422
"Neu Wulmstorf, Erich-Kästner-Straße",9.781439,53.461356
"Neu Wulmstorf, Ernst-Moritz-Arndt-Straße",9.783607,53.465484
"Neu Wulmstorf, Freibad",9.807257,53.459612
"Neu Wulmstorf, Fritz-Reuter-Straße",9.785376,53.462615
"Neu Wulmstorf, Grenzweg",9.794750,53.469517
"Neu Wulmstorf, Grundschule am Moor",9.786254,53.466096
"Neu Wulmstorf, Gumbinner Straße-DRK(ASM-Halt)",9.809767,53.460188
"Neu Wulmstorf, Hauptstraße",9.798436,53.463697
"Neu Wulmstorf, Hauptstraße 12 (ASM-Halt)",9.805545,53.466210
"Neu Wulmstorf, Hindenburger Straße 14(ASM-Halt)",9.810524,53.458018
"Neu Wulmstorf, Im Apfelgarten (Nord) (ASM-Halt)",9.794315,53.474435
"Neu Wulmstorf, Kantstraße",9.778979,53.461049
"Neu Wulmstorf, Klaus-Groth-Straße (Süd)(ASM-Halt)",9.779995,53.458158
"Neu Wulmstorf, Königsberger Straße 83(ASM-Halt)",9.807515,53.456537
"Neu Wulmstorf, Krümmung(ASM-Halt)",9.802206,53.457616
"Neu Wulmstorf, Lessingstraße",9.778097,53.463894
"Neu Wulmstorf, Meisterweg",9.799973,53.465358
"Neu Wulmstorf, Pflegeheim Pro Vita(ASM-Halt)",9.793499,53.472697
"Neu Wulmstorf, Postweg",9.799093,53.459389
"Neu Wulmstorf, Querweg",9.790602,53.461063
"Neu Wulmstorf, Rathaus",9.792016,53.468232
"Neu Wulmstorf, Schifferstraße",9.798487,53.468818
"Neu Wulmstorf, Schifferstraße 17 (Ärztehaus)(ASM-Halt)",9.799245,53.466675
"Neu Wulmstorf, Stettiner Straße(ASM-Halt)",9.812762,53.459341
"Neu Wulmstorf, SZ Ernst-Moritz-Arndt-Straße",9.790467,53.467542
"Neu Wulmstorf, Theodor-Heuss-Straße",9.781787,53.469648
"Neu Wulmstorf, Weidenring",9.782821,53.471833
"Neu Wulmstorf, Wesenberg",9.799366,53.451516
"Neu Wulmstorf, Wilhelm-Hillermann-Weg(ASM-Halt)",9.790149,53.457723
"Neu Wulmstorf, Wulmstorfer Wiesen",9.787332,53.474715
"Neu Wulmstorf, Zur Heide",9.794418,53.464622
Neu Zarrentin,10.890644,53.553187
Neue Bullerrinne,9.847942,53.530755
Neue Wöhr,10.041555,53.598987
"Neuenbrook, Birkenweg",9.534635,53.857534
"Neuenbrook, Hauptstraße",9.533122,53.860479
"Neuenbrook, Ost 26",9.547680,53.862552
"Neuenbrook, Ost 3",9.533730,53.861653
"Neuenbrook, Ost 34",9.560397,53.863320
"Neuenbrook, West 17a",9.523493,53.861043
"Neuenbrook, West 31",9.513758,53.860438
"Neuenbrook, West 46",9.496769,53.859369
"Neuenbrook, West 59",9.485559,53.858651
"Neuendeich, Abzweigung Rosengarten",9.612502,53.674868
"Neuendeich, Abzweigung Schadendorf",9.603510,53.675687
"Neuendeich, Binnendiek (Mitte)",9.580925,53.677335
"Neuendeich, Binnendiek (Süd)",9.585965,53.674139
"Neuendeich, Im Esch",9.574153,53.683477
"Neuendeich, Kuhlworth",9.595756,53.675249
"Neuendeich, Oberrecht (Mitte)",9.625747,53.674162
"Neuendeich, Oberrecht (Ost)",9.638003,53.677098
"Neuendeich, Rosengarten",9.610511,53.676352
"Neuendeich, Schlickburg (Nord)",9.586661,53.699176
"Neuendeich, Schlickburg (Süd)",9.583351,53.694098
"Neuendorf, Altendeich",9.574585,53.736023
"Neuendorf, Bauerweg",9.573017,53.736817
"Neuendorf, Datenhörn",9.561133,53.751366
"Neuendorf, Dünnenreihe",9.558456,53.735853
"Neuendorf, Fleien",9.550348,53.736987
"Neuendorf, Lühnhüserdeich",9.524715,53.741298
"Neuendorf, Moorhusen (Süd)",9.563649,53.737742
"Neuendorf, Spiekerhörn",9.579173,53.728148
"Neuendorf-Sachsenbande, Abzw. Sachsenbande",9.359242,53.957324
"Neuendorf-Sachsenbande, Achterhörn (Nord)",9.302104,53.966367
"Neuendorf-Sachsenbande, Achterhörn 1",9.296692,53.955294
"Neuendorf-Sachsenbande, Alte Schmiede",9.301345,53.949945
"Neuendorf-Sachsenbande, Averfleth 1",9.340951,53.941169
"Neuendorf-Sachsenbande, Averfleth 11",9.317779,53.941817
"Neuendorf-Sachsenbande, Averfleth 18",9.316436,53.937382
"Neuendorf-Sachsenbande, Averfleth 33",9.298097,53.953718
"Neuendorf-Sachsenbande, Averfleth 6",9.330081,53.943365
"Neuendorf-Sachsenbande, Bauernmoorweg",9.314126,53.964279
"Neuendorf-Sachsenbande, Burger Straße",9.327501,53.962051
"Neuendorf-Sachsenbande, Dorfstraße 6",9.340719,53.963056
"Neuendorf-Sachsenbande, Dückerstieg",9.353309,53.947504
"Neuendorf-Sachsenbande, Goldbogen",9.347700,53.937844
"Neuendorf-Sachsenbande, Hackeboe 18",9.364408,53.941747
"Neuendorf-Sachsenbande, Hackeboe 22",9.361901,53.944243
"Neuendorf-Sachsenbande, Hackeboe 36",9.354552,53.946826
"Neuendorf-Sachsenbande, Hinter-Neuendorf",9.337450,53.956372
"Neuendorf-Sachsenbande, Krützfleth",9.320720,53.944001
"Neuendorf-Sachsenbande, Schulweg",9.328314,53.960800
"Neuendorf-Sachsenbande, Vorder-Neuendorf 15",9.371196,53.958438
Neuenfelder Damm,9.805233,53.530008
Neuenfelder Fährdeich (Ost),9.797286,53.528399
Neuenfelder Kirche,9.810276,53.523999
Neuenfelder Straße (Schule),10.012946,53.493582
Neuengammer Elbdeich,10.257344,53.422545
Neuengammer Hauptdeich,10.252754,53.417355
Neuengammer Hausdeich 310,10.214597,53.449101
Neuengammer Hausdeich 331,10.214881,53.451146
Neuengammer Hausdeich 351,10.213902,53.453241
Neuengammer Hausdeich 421,10.205693,53.457862
Neuengammer Hausdeich 490,10.198297,53.463085
Neuengammer Hausdeich 52,10.249607,53.426490
Neuengammer Heerweg,10.220827,53.419653
Neuengammer Hinterdeich,10.176732,53.446658
Neuengammer Hinterdeich (Ost),10.215116,53.427763
Neuengammer Hinterdeich 123,10.203034,53.433043
Neuengammer Hinterdeich 143,10.205093,53.435601
Neuengammer Hinterdeich 180,10.203108,53.438865
Neuengammer Hinterdeich 60,10.205472,53.428795
Neuengammer Kirche,10.222261,53.446039
Neuengammer Marschbahndamm,10.253508,53.424068
Neuengörs,10.381062,53.898962
"Neuengörs, Schule",10.384375,53.898366
"Neuengörs, Stubben",10.416984,53.893610
"Neuenkirchen, Altenschleuse",9.613962,53.532851
"Neuenkirchen, Altländer Straße",9.601883,53.519094
"Neuenkirchen, Dorfstraße",9.605585,53.527081
"Neuenkirchen (IZ), Fritz-Höger-Straße",9.430791,53.863721
"Neuenkirchen (IZ), Kirche",9.428532,53.864268
"Neuenkirchen, Lühebogen",9.603757,53.521492
"Neuenkirchen, Muddweg",9.622660,53.539707
"Neuenkirchen, Schleusenbrücke",9.613416,53.537832
"Neuenkirchen, Umdeich",9.605633,53.523001
Neuenlande,10.591421,53.608084
Neuenrade,10.359608,54.051873
Neuenschleuse 12,9.665706,53.550042
Neuenschleuse 2a,9.671301,53.547054
Neuenschleuse 33,9.660305,53.554924
Neuenteich,10.424794,53.943368
Neuer Fährweg,9.790897,53.530311
Neuer Friedhof,9.956061,53.445871
Neuer Höltigbaum,10.185420,53.608152
Neuer Pferdemarkt,9.963351,53.558409
"Neufresenburg, Abzweigung Seefeld",10.383686,53.840248
"Neufresenburg, Am Poggensee",10.377346,53.826672
"Neufresenburg, Gut",10.378315,53.836312
"Neufresenburg, Redderschmiede",10.375744,53.832954
"Neuglasau, Abzw.",10.537866,54.040183
Neugraben,9.851885,53.474020
Neugrabener Heideweg,9.866103,53.462222
Neugrabener Markt,9.854425,53.470758
Neugüster,10.647082,53.530715
"Neuhaus, E-Werk",10.930160,53.296900
"Neuhaus, Mühle",10.925878,53.274074
"Neuhaus, OT Carrenzien",10.934538,53.278639
"Neuhaus, Schule",10.941229,53.287318
"Neuhaus, Tankstelle",10.937838,53.286832
"Neuhaus, ZOB",10.927146,53.285597
Neuhof,9.940710,53.524166
Neuhof (Fähre),9.941986,53.525279
Neuhöfer Damm,9.969341,53.512804
Neuhöfer Straße (Mitte),9.982287,53.510713
Neuhöfer Straße (Ost),9.992676,53.510187
Neukloster,9.639353,53.481377
"Neukloster, Am Gleise",9.641549,53.480244
"Neukloster, Bergstraße",9.637501,53.480398
"Neukloster, Jorker Straße",9.637526,53.481108
"Neukloster, Pfingstmarkt",9.636528,53.479828
Neuland,10.003904,53.462937
"Neuland am Moor, Am Moor 5",9.301581,53.678779
"Neuland am Moor, Moorstraße 10",9.299807,53.673949
"Neuland (Lkr Stade), Abzweig Moorstraße",9.297323,53.669382
"Neuland (Lkr Stade), Hauptstraße",9.280030,53.673953
"Neuland (Lkr Stade), Im Horn",9.289567,53.672304
"Neuland (Lkr Stade), Moorstraße 7",9.298095,53.671600
"Neuland (Lkr Stade), Vorwerk 14",9.294275,53.659749
Neuländer Elbdeich 174,10.021128,53.471040
Neuländer Elbdeich 76,10.006648,53.468161
Neuländer Hauptdeich,9.994856,53.470084
Neuländer Straße,9.991839,53.466605
Neuländer Weg,10.007004,53.462866
"Neulandermoor, Birkenstraße",9.301282,53.746911
"Neulandermoor, Moorchaussee",9.297955,53.767288
"Neulandermoor, Ostener Straße 16",9.296687,53.746599
Neumoorstück,9.866638,53.476673
Neumühlen bei Rullstorf,10.585704,53.287210
Neumühlen/Övelgönne,9.914529,53.543544
Neumühlen/Övelgönne (Fähre),9.914875,53.544234
Neumühler Kirchenweg,9.925688,53.544770
Neurahlstedter Graben,10.177505,53.610395
"Neuschönningstedt, Birkenweg",10.240131,53.554043
"Neuschönningstedt, Ebereschenweg",10.247967,53.551616
"Neuschönningstedt, Feldstraße",10.249518,53.560235
"Neuschönningstedt, Haidkrug",10.253102,53.553323
"Neuschönningstedt, Hans-Geiger-Straße",10.241736,53.544429
"Neuschönningstedt, Heideweg",10.240716,53.549786
"Neuschönningstedt, Kalksandsteinwerk",10.252106,53.545157
"Neuschönningstedt, Oher Weg",10.246277,53.544948
"Neuschönningstedt, Querweg",10.250503,53.548606
"Neuschönningstedt, Sandweg",10.243703,53.553395
"Neuschönningstedt, Schule",10.246787,53.548438
"Neuschönningstedt, Tannenallee",10.249881,53.554606
Neusurenland,10.113523,53.616399
Neuwiedenthal,9.877076,53.472993
Neuwiedenthaler Straße (Ost),9.898910,53.477099
Neuwiedenthaler Straße (West),9.861851,53.476770
"Neversdorf, Hauptstraße",10.286306,53.864667
"Neversdorf, Seekoppel",10.271995,53.865476
Neverstaven,10.255496,53.829268
New-York-Ring,10.017162,53.602243
Niedergeorgswerder Deich (Süd),10.027399,53.503693
"Niederhaverbeck, Ortsmitte",9.908948,53.149225
"Niedermarschacht, Bahnhof",10.368418,53.417226
"Niedermarschacht, Drosselgasse",10.349613,53.418051
"Niedermarschacht, Ernst-Reinstorf-Schule",10.355220,53.417961
"Niedermarschacht, Grundschule",10.365127,53.417767
"Niedermarschacht, Grundschule (Kehre)",10.365222,53.417936
"Niedermarschacht, Hagenweg",10.360091,53.418336
Niekampsweg,9.895366,53.611169
"Nienbüttel, Dorfstraße (Süd)",9.413988,54.027361
"Nienbüttel, Hörstenweg",9.415332,54.030510
"Niendorf am Schaalsee, Gut",10.926634,53.652399
"Niendorf am Schaalsee, Tannenkate",10.928039,53.649043
Niendorf (Amt Neuhaus),10.889835,53.306805
"Niendorf (Amt Neuhaus), Ausbau",10.885397,53.295148
"Niendorf (Amt Neuhaus), Hof",10.860491,53.310364
